	label	symbol	id	tags	parents_label	parents_id	data_source	accession	templates	dataset	license	filename
0	CA on JRC2018Unisex adult brain		VFB_00102114	Entity|has_image|Adult|Anatomy|Nervous_system|Individual|Synaptic_neuropil|Synaptic_neuropil_domain	calyx of adult mushroom body	FBbt_00007385			JRC2018Unisex	JRC2018	https://creativecommons.org/licenses/by-nc-sa/4.0/legalcode	CA_on_JRC2018Unisex_adult_brain.obj
